"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:4439",3,NA,6,302,NA,24,2,5,1,1,301,3,1962,52,2,2,5,3,2,2,2,1,2,4,4,4,4,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,2,2,2,NA,1,2,2,2,2,2,NA,NA,NA,1,3,2,3,3,3,4,6,4,2,2,NA,3,3,1,3,1,1,4,1,NA,5,1,NA,NA,NA,2,NA,3,3,3,3,6,4,6,2,5,3,2,2,3,4,10,10,1,10,9,1,1,1,1,1,NA,0,0,0,NA,NA,NA,0,NA,0,2,2,5,5,5,2,1,3,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,2,1,NA,4,2,1,2,4,4,2,3,3,2,2,4,0,NA,NA,1,2,5,NA,2,2,3,3,1,5,2,3,3,5,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,6,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4440",3,NA,47,309,NA,187,2,5,1,1,303,2,1978,36,2,2,2,3,2,2,2,2,4,2,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,NA,1,NA,2,NA,2,2,2,2,2,4,NA,NA,NA,2,2,2,3,3,1,1,6,1,7,3,NA,1,7,1,7,7,1,3,3,NA,7,3,NA,NA,NA,3,NA,4,1,4,3,3,7,6,4,1,2,1,2,4,1,10,1,10,1,2,3,3,1,1,1,NA,0,0,0,NA,NA,NA,0,NA,0,3,5,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,NA,NA,2,NA,3,NA,1,2,4,NA,2,3,1,2,2,1,1,NA,NA,1,1,5,NA,2,2,3,2,2,7,1,4,7,5,4,2,1,0,1,1,1,0,1,1,0,0,0,1,1,4,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4441",3,NA,54,312,NA,215,2,5,1,1,304,2,1941,73,1,3,5,3,3,2,3,1,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,1,2,1,1,2,2,NA,2,2,2,2,2,2,NA,NA,NA,1,2,2,3,2,3,5,6,3,6,7,NA,4,7,5,3,1,3,5,3,NA,5,5,NA,NA,NA,2,NA,3,2,2,2,2,7,5,4,4,2,2,3,4,4,6,1,1,6,8,7,8,1,1,2,NA,0,0,0,NA,NA,NA,NA,NA,0,3,5,3,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,2,1,NA,3,2,1,2,NA,NA,2,3,2,2,2,7,0,NA,NA,1,5,7,NA,2,2,3,2,6,2,0,7,2,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,NA,6,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4442",3,NA,17,305,NA,65,1,1,1,1,305,1,1972,42,1,2,70,3,2,2,1,1,2,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,3,3,2,1,2,2,2,7,2,3,6,NA,6,3,1,2,2,1,1,5,NA,5,2,NA,NA,NA,4,NA,2,3,2,2,1,7,7,1,7,3,2,3,3,3,8,2,8,10,10,10,10,1,1,2,NA,0,0,0,0,0,NA,0,0,0,1,2,2,2,5,1,2,4,1,2,NA,1,2,1,3,1,0,1,1,1,301,2,2,NA,2,3,1,2,2,NA,2,3,3,2,2,14,4,NA,NA,1,5,2,4,2,2,2,1,2,4,2,2,2,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,3,2,4,3,2,1,2014,NA,NA,NA,NA,NA
"1:4443",3,NA,47,309,NA,186,1,3,1,1,303,2,1953,61,1,3,5,3,2,2,1,1,4,2,2,NA,3,1,1,1,1,0,0,0,NA,NA,10,2,2,1,2,2,NA,2,2,2,2,2,2,NA,NA,NA,1,3,3,2,2,4,2,1,3,4,3,NA,1,7,2,3,4,2,1,7,NA,3,1,NA,NA,NA,4,NA,2,2,3,3,3,7,7,1,5,2,1,4,4,3,5,1,2,5,9,5,8,10,1,2,NA,0,0,0,0,NA,NA,0,NA,0,1,2,3,3,5,3,4,3,2,NA,2,1,2,2,NA,1,0,1,1,1,301,1,1,NA,2,3,2,2,4,NA,2,2,2,2,2,12,1,NA,NA,3,4,6,NA,1,2,4,2,2,5,2,2,2,2,1,2,1,1,1,0,1,0,0,1,1,1,1,1,0,4,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4444",3,NA,33,306,NA,132,1,1,1,1,305,1,1989,25,2,3,14,3,3,2,4,1,4,4,4,4,2,1,0,0,0,0,0,0,NA,NA,NA,2,1,1,2,2,NA,1,2,2,2,2,2,NA,NA,NA,4,3,1,2,NA,4,3,1,4,1,6,NA,2,7,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,3,NA,3,2,3,3,1,3,1,1,1,3,NA,4,4,4,8,1,1,1,7,1,3,1,1,1,NA,0,0,0,0,NA,NA,NA,NA,0,2,5,2,NA,5,4,1,5,1,3,NA,NA,NA,1,3,1,0,1,1,1,NA,10,2,NA,4,NA,2,2,13,NA,2,3,3,2,2,10,2,NA,NA,1,5,5,NA,1,2,4,3,3,3,1,1,2,2,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,3,2,4,3,2,2,2014,NA,NA,NA,NA,NA
"1:4445",3,NA,60,313,NA,240,2,5,1,1,304,3,1951,63,2,2,57,3,3,2,3,2,4,2,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,2,2,2,NA,2,1,1,1,1,3,NA,NA,NA,3,3,3,4,1,2,3,7,2,5,5,NA,3,4,4,6,7,3,4,4,NA,3,1,NA,NA,NA,2,NA,3,3,3,4,2,5,4,2,1,3,1,2,3,4,10,1,2,3,7,2,1,6,2,2,NA,0,0,0,NA,NA,NA,0,NA,0,1,5,5,5,5,5,5,5,1,2,2,2,NA,2,NA,0,0,1,1,1,NA,NA,2,NA,4,NA,1,2,4,3,2,3,3,2,2,6,0,NA,NA,1,1,5,NA,2,2,3,2,6,4,2,1,1,5,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4446",3,NA,52,311,NA,207,2,5,1,1,304,3,1992,22,1,1,5,1,2,2,2,1,4,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,4,2,2,2,2,1,1,2,2,2,1,1,3,NA,NA,NA,1,3,2,3,1,3,4,5,3,3,4,NA,5,5,3,5,6,3,2,6,NA,5,5,NA,NA,NA,3,NA,3,2,2,2,6,4,6,2,4,3,1,3,3,3,8,5,5,4,4,2,2,5,1,2,NA,0,0,0,NA,0,NA,0,NA,0,2,2,2,5,5,5,5,4,1,3,2,2,NA,2,NA,0,0,1,1,1,NA,11,2,NA,2,NA,1,2,4,2,2,3,3,2,2,12,2,NA,NA,1,5,1,2,2,2,2,1,2,3,1,1,2,3,2,3,1,0,1,0,0,0,1,1,0,0,0,1,0,4,2,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4447",3,NA,60,313,NA,240,2,5,1,1,304,3,1947,67,1,1,14,3,1,2,3,1,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,2,2,2,NA,2,1,2,2,1,2,NA,NA,NA,3,3,2,2,1,4,2,5,4,7,7,NA,4,4,4,4,1,3,2,5,NA,4,4,NA,NA,NA,2,NA,3,2,2,4,4,7,5,4,2,2,2,4,4,3,1,2,2,8,2,2,2,2,2,1,NA,0,0,0,0,0,NA,NA,NA,0,2,2,2,2,5,NA,5,5,2,NA,2,2,NA,2,NA,1,0,1,2,2,NA,11,2,NA,3,1,2,2,NA,2,2,3,3,2,2,2,0,NA,NA,1,5,1,4,2,2,3,2,2,6,2,6,2,5,2,2,1,0,1,0,0,0,0,0,1,0,0,0,NA,5,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4448",3,NA,11,303,NA,44,2,5,1,1,301,2,1962,52,2,2,3,3,2,2,3,1,2,4,4,4,2,0,NA,NA,NA,NA,0,1,1,1,1,2,1,1,1,2,NA,2,1,2,1,1,3,NA,NA,NA,2,1,1,4,1,1,4,5,4,5,4,NA,7,7,7,7,7,3,7,7,NA,7,5,NA,NA,NA,1,NA,3,2,2,2,1,7,6,4,2,1,2,1,4,4,1,1,1,2,1,1,2,1,1,1,NA,0,0,0,NA,NA,NA,NA,0,0,4,2,4,4,4,4,2,4,1,1,2,2,NA,1,3,1,0,1,1,1,NA,NA,1,NA,2,NA,1,2,1,2,2,3,3,2,2,0,0,NA,NA,1,5,5,NA,2,2,4,2,2,8,3,6,2,5,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4449",3,NA,21,305,NA,83,2,5,1,1,302,3,1974,40,2,1,5,3,1,2,5,4,2,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,8,2,2,2,1,2,NA,2,2,2,2,2,4,NA,NA,NA,1,3,3,4,2,3,3,6,6,5,1,NA,7,7,6,6,1,1,1,1,NA,5,5,NA,NA,NA,2,NA,2,2,2,1,1,7,NA,7,7,3,1,1,1,2,1,1,1,1,10,8,10,10,10,2,NA,0,1,0,0,NA,NA,0,0,0,4,1,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,2,2,NA,NA,1,NA,3,2,2,2,4,1,1,3,2,2,2,4,1,NA,NA,3,4,5,NA,2,2,2,2,3,3,0,3,2,5,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4450",3,NA,6,302,NA,22,2,5,1,1,301,3,1992,22,1,1,5,3,2,2,1,1,1,2,4,NA,3,1,0,0,0,0,0,0,NA,NA,1,2,2,2,2,2,NA,2,1,2,2,2,3,NA,NA,NA,4,1,2,3,1,3,5,4,6,5,6,NA,3,5,4,4,4,4,5,4,NA,4,6,NA,NA,NA,2,NA,2,3,3,3,5,5,4,4,4,1,1,4,3,4,7,9,7,5,6,5,7,7,8,1,NA,0,0,1,NA,0,NA,NA,NA,0,3,1,1,1,1,3,3,3,2,NA,1,2,NA,1,1,1,0,1,2,2,NA,1,2,NA,4,2,2,1,6,1,1,2,2,2,2,12,1,NA,NA,1,5,2,4,2,1,4,2,1,7,1,0,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,6,2,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4451",3,NA,55,312,NA,220,2,5,1,1,304,2,1990,24,2,1,5,2,2,2,2,4,4,4,4,4,3,1,0,0,0,0,0,0,NA,NA,7,2,2,1,2,2,NA,2,2,2,2,1,2,NA,NA,NA,3,3,3,2,1,3,5,7,5,4,5,NA,3,5,6,6,6,4,4,5,NA,4,4,NA,NA,NA,3,NA,2,2,2,2,4,7,4,4,3,2,2,3,3,3,3,3,7,5,7,6,6,5,3,1,NA,0,0,0,NA,NA,NA,NA,NA,0,3,1,1,1,2,2,1,3,1,2,2,NA,NA,2,NA,0,0,1,2,2,NA,11,2,NA,3,3,1,2,4,2,3,3,3,2,2,12,0,NA,NA,1,1,5,NA,2,2,1,2,3,5,1,1,1,2,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,2,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4452",3,NA,44,308,NA,174,1,3,1,1,303,2,1950,64,2,1,5,3,3,2,4,2,4,2,4,4,1,1,0,1,0,1,0,1,0,7,5,2,1,1,1,2,NA,2,2,2,1,2,1,NA,NA,NA,2,3,3,4,NA,4,6,6,5,5,6,NA,5,4,4,5,7,1,1,7,NA,5,7,NA,NA,NA,3,NA,3,1,3,4,5,6,7,3,6,3,2,4,3,3,1,1,6,7,6,7,8,8,8,1,NA,0,0,0,NA,NA,NA,NA,NA,0,4,5,4,4,4,4,4,4,2,NA,2,2,NA,2,NA,0,0,1,1,1,NA,NA,1,NA,3,3,2,2,11,1,3,3,1,2,2,4,1,NA,NA,1,1,5,NA,2,1,3,3,1,3,0,0,NA,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,1,3,3,2,2,2014,NA,NA,NA,NA,NA
"1:4453",3,NA,30,306,NA,118,1,1,1,1,305,2,1992,22,2,1,5,3,3,2,2,4,4,3,4,4,2,NA,NA,NA,NA,NA,NA,0,NA,NA,8,2,1,1,2,2,NA,2,1,2,1,2,1,NA,NA,NA,2,3,3,2,3,2,5,6,4,4,6,NA,5,7,5,5,5,5,6,5,NA,5,6,NA,NA,NA,3,NA,2,2,2,3,5,7,5,5,5,3,1,2,3,2,3,3,3,5,5,6,6,7,7,1,NA,0,0,0,0,NA,NA,0,NA,0,3,4,1,1,1,1,3,3,2,NA,2,2,NA,2,NA,1,0,1,1,1,301,11,1,NA,3,3,1,2,4,NA,2,3,2,2,2,12,2,NA,NA,1,4,3,NA,1,1,2,3,3,3,0,0,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,3,2,4,3,2,2,2014,NA,NA,NA,NA,NA
"1:4454",3,NA,54,312,NA,215,2,5,1,1,304,2,1973,41,2,2,5,3,2,2,3,1,4,4,4,4,4,1,0,0,0,0,0,0,NA,NA,6,2,2,1,2,2,NA,2,1,2,2,2,5,NA,NA,NA,4,2,2,1,2,3,4,5,3,3,4,NA,3,5,4,3,6,3,4,2,NA,4,3,NA,NA,NA,3,NA,3,3,4,2,3,5,5,3,4,2,NA,4,4,4,7,4,5,5,6,4,5,2,2,2,NA,0,0,0,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,3,2,NA,NA,1,2,2,NA,1,0,1,1,1,301,2,2,NA,3,3,1,2,4,3,2,3,3,2,2,12,0,NA,NA,1,1,5,NA,1,2,2,2,5,5,1,1,2,5,2,2,1,1,1,0,0,0,0,1,0,1,1,1,1,5,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4455",3,NA,16,305,NA,64,1,2,1,1,302,1,1984,30,1,2,27,2,2,2,2,2,4,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,4,2,2,2,2,2,NA,2,1,2,1,1,5,NA,NA,NA,3,3,2,3,1,4,4,4,4,6,5,NA,6,5,4,5,5,5,5,5,NA,4,5,NA,NA,NA,2,NA,2,2,3,2,1,6,5,5,6,2,1,2,2,2,7,4,1,10,7,4,5,1,1,2,NA,1,0,0,NA,0,NA,NA,NA,0,3,1,2,5,3,1,1,1,1,1,2,NA,NA,1,2,1,0,1,1,1,302,1,1,NA,2,2,1,2,10,1,2,3,2,2,2,12,1,NA,NA,1,5,1,4,2,2,2,2,2,3,0,0,2,3,1,2,1,0,1,0,1,0,0,1,1,0,0,1,0,4,1,6,3,2,1,2014,NA,NA,NA,NA,NA
"1:4456",3,NA,41,307,NA,163,2,5,1,1,302,3,1995,19,1,3,5,3,3,2,3,1,4,4,3,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,2,1,5,2,2,2,2,2,5,NA,NA,NA,4,3,1,1,3,3,4,6,4,4,3,NA,5,7,6,4,7,5,7,1,NA,4,4,NA,NA,NA,2,NA,3,2,3,5,7,7,7,4,5,2,2,2,2,3,1,1,10,1,1,1,2,1,1,2,NA,0,0,0,NA,NA,NA,0,NA,0,3,1,1,5,5,3,1,3,1,2,2,2,NA,2,NA,0,0,3,2,2,NA,12,2,NA,2,2,2,2,4,2,2,3,3,2,2,10,1,NA,NA,1,1,4,NA,2,1,2,2,1,5,1,0,2,2,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,5,1,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4457",3,NA,27,306,NA,106,1,1,1,1,305,1,1982,32,1,1,5,2,2,2,3,1,3,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,6,2,2,1,2,2,NA,1,2,2,2,2,5,NA,NA,NA,4,3,2,3,1,3,2,5,3,3,6,NA,6,6,6,4,5,4,5,4,NA,5,4,NA,NA,NA,3,NA,2,3,3,2,4,5,5,4,4,2,1,3,3,3,5,7,7,7,7,7,6,6,1,2,NA,0,1,0,NA,0,NA,0,0,1,2,1,1,5,5,4,2,1,1,3,2,2,NA,1,3,1,0,1,1,1,301,1,2,NA,3,3,1,2,5,3,3,2,2,2,2,12,1,NA,NA,1,5,1,3,1,2,1,1,2,4,2,1,2,1,2,2,1,0,1,0,1,1,0,1,1,0,1,1,1,6,1,3,3,2,1,2014,NA,NA,NA,NA,NA
"1:4458",3,NA,43,308,NA,171,2,5,1,1,303,3,1985,29,2,1,5,3,2,2,2,4,3,4,4,4,1,1,0,0,0,0,0,0,NA,NA,3,2,2,2,2,2,NA,2,2,2,2,1,3,NA,NA,NA,2,3,1,3,1,3,4,2,5,4,3,NA,5,6,7,6,7,2,1,3,NA,4,5,NA,NA,NA,2,NA,4,2,3,2,7,5,6,4,5,2,1,3,3,3,6,4,10,8,7,9,6,1,1,1,NA,0,0,0,0,NA,NA,NA,0,0,3,1,1,5,3,5,5,1,2,NA,2,2,NA,1,3,1,0,1,1,1,301,1,2,NA,4,3,2,2,4,1,3,2,2,1,1,1,0,NA,NA,1,1,5,NA,2,2,3,1,1,5,3,1,1,5,1,3,0,1,1,0,0,0,0,1,0,0,0,1,0,3,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4459",3,NA,24,306,NA,93,1,1,1,1,305,1,1949,65,2,1,5,2,2,2,3,1,2,4,4,4,1,0,NA,NA,NA,NA,0,0,NA,NA,3,2,2,2,2,2,NA,2,2,2,2,2,1,NA,NA,NA,2,3,3,2,2,4,4,6,2,5,3,NA,7,5,5,4,2,1,6,2,NA,3,4,NA,NA,NA,3,NA,2,3,3,4,3,7,5,1,3,3,2,3,3,4,6,1,8,5,7,4,6,2,1,2,NA,0,0,0,NA,NA,NA,0,NA,0,1,1,3,NA,4,4,5,5,2,NA,1,NA,NA,2,NA,1,0,1,1,1,302,2,2,NA,4,2,1,2,7,3,3,3,3,2,2,0,0,NA,NA,1,5,5,NA,1,1,2,2,2,3,0,6,2,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,5,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4460",3,NA,46,309,NA,183,1,3,1,1,303,2,1965,49,1,1,58,2,2,2,2,1,4,1,4,NA,2,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,NA,2,2,2,2,2,1,NA,NA,NA,2,3,1,2,2,3,2,NA,3,3,6,NA,7,7,4,4,7,4,7,3,NA,7,6,NA,NA,NA,1,NA,3,2,2,3,7,7,7,7,7,2,NA,1,4,4,10,5,1,10,10,3,1,10,1,2,NA,0,0,0,0,0,0,0,0,0,2,3,3,NA,5,3,2,1,NA,NA,2,1,NA,1,3,1,0,1,1,1,302,6,1,NA,1,2,1,2,10,4,3,3,3,2,2,18,1,NA,NA,1,1,1,2,1,2,3,1,2,7,1,6,1,1,1,3,1,1,1,0,0,0,0,1,1,1,1,1,0,3,2,5,3,2,1,2014,NA,NA,NA,NA,NA
"1:4461",3,NA,37,306,NA,148,2,1,1,1,305,1,1989,25,2,4,1,3,3,2,4,1,2,4,4,4,4,0,NA,NA,NA,NA,0,0,NA,NA,3,2,2,2,2,1,1,2,2,2,2,2,3,NA,NA,NA,2,3,2,1,2,1,6,7,1,7,7,NA,7,3,7,2,7,1,7,3,NA,7,6,NA,NA,NA,2,NA,2,2,1,5,6,7,3,7,6,2,2,1,2,4,10,1,10,9,2,1,2,3,3,1,NA,0,0,0,NA,NA,NA,0,0,1,3,1,1,1,1,1,2,1,1,2,2,2,NA,2,NA,1,1,1,1,1,302,2,2,NA,4,NA,1,2,4,3,2,3,3,2,2,8,1,NA,NA,1,1,5,NA,2,1,3,3,1,4,1,2,7,4,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,4,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4462",3,NA,10,302,NA,39,2,5,1,1,301,1,1972,42,2,1,3,2,3,2,2,1,2,1,4,4,3,1,0,1,1,0,0,1,0,4,9,2,2,2,2,2,NA,2,2,2,2,2,5,NA,NA,NA,3,2,3,1,1,3,5,7,4,7,7,NA,6,6,4,7,7,3,5,6,NA,6,7,NA,NA,NA,2,NA,2,1,1,4,2,5,4,5,2,2,1,2,3,1,8,2,2,5,5,2,8,9,2,2,NA,0,0,0,NA,0,NA,0,0,0,2,1,1,2,1,2,1,2,1,1,1,NA,NA,1,2,1,1,1,1,1,NA,NA,1,NA,3,NA,1,2,1,3,3,2,2,2,2,2,0,NA,NA,1,5,1,2,2,2,2,2,5,3,1,3,2,5,1,2,0,0,1,0,0,0,0,1,1,0,0,1,1,5,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4463",3,NA,23,306,NA,91,1,1,1,1,305,1,1936,78,2,2,14,1,NA,2,2,1,4,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,1,2,NA,2,2,2,2,2,1,NA,NA,NA,2,3,3,2,3,4,7,3,4,7,3,NA,5,7,3,6,7,1,6,3,NA,4,4,NA,NA,NA,1,NA,2,2,2,3,4,6,4,5,5,2,2,4,2,3,9,3,1,5,7,6,5,2,1,1,NA,0,0,0,0,NA,NA,0,NA,0,4,3,3,4,5,5,1,5,1,3,2,2,NA,2,NA,1,0,1,1,1,302,2,2,NA,2,2,NA,2,4,4,2,2,2,2,2,0,NA,NA,NA,1,1,5,NA,2,2,3,2,6,4,1,5,2,5,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,3,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4464",3,NA,38,306,NA,151,1,1,1,1,305,1,1972,42,2,2,5,3,2,2,3,1,3,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,5,2,1,1,2,2,NA,2,2,2,2,2,5,NA,NA,NA,2,3,3,3,2,2,5,7,2,6,2,NA,1,2,2,2,7,1,5,2,NA,1,1,NA,NA,NA,1,NA,2,3,3,4,2,2,7,2,1,4,2,4,4,4,1,1,1,1,1,1,1,1,1,2,NA,0,0,0,0,0,NA,0,0,0,2,2,2,2,5,5,4,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,NA,NA,1,NA,3,NA,1,2,4,NA,3,2,2,2,2,11,1,NA,NA,1,1,1,2,1,1,3,3,2,4,0,2,2,4,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0,5,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4465",3,NA,61,314,NA,243,2,5,1,1,304,3,1990,24,2,2,5,2,2,2,5,4,3,4,3,4,1,0,NA,NA,NA,NA,0,0,NA,NA,1,2,NA,NA,2,2,NA,2,2,2,2,2,5,NA,NA,NA,2,3,3,2,1,3,2,7,6,7,7,NA,7,7,7,6,7,5,7,1,NA,6,7,NA,NA,NA,2,NA,3,2,2,6,7,1,7,7,5,2,NA,1,4,4,1,1,3,5,6,5,5,2,1,2,NA,0,0,0,NA,NA,NA,NA,NA,0,1,1,5,5,5,5,5,4,2,NA,2,2,NA,1,3,0,0,1,1,1,302,2,2,NA,2,2,1,2,NA,NA,3,3,2,2,2,8,1,NA,NA,1,5,5,NA,2,2,3,2,3,2,0,0,NA,4,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,5,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4466",3,NA,41,307,NA,164,2,5,1,1,302,3,1982,32,2,1,5,2,2,2,3,4,2,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,2,2,2,NA,2,2,2,2,2,2,NA,NA,NA,2,3,2,4,NA,1,7,5,6,5,7,NA,5,4,4,4,7,5,5,4,NA,4,5,NA,NA,NA,2,NA,2,2,2,3,3,7,5,4,5,2,1,4,4,4,2,1,2,5,4,4,5,3,1,1,NA,0,0,0,NA,NA,NA,NA,0,0,3,5,5,5,5,5,5,5,2,NA,2,2,NA,2,NA,0,0,1,1,1,302,2,2,NA,3,2,2,2,NA,3,3,3,2,2,2,6,0,NA,NA,1,1,5,NA,2,2,3,2,3,5,3,3,2,5,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,3,1,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4467",3,NA,52,311,NA,208,2,5,1,1,304,3,1983,31,2,2,5,2,2,2,2,1,2,4,3,4,1,1,0,0,0,0,1,1,0,7,10,2,1,1,2,2,NA,1,1,2,1,1,3,NA,NA,NA,2,3,1,3,1,3,4,6,4,4,3,NA,4,5,5,4,1,4,4,5,NA,4,5,NA,NA,NA,2,NA,2,2,4,3,7,7,7,5,6,2,1,3,2,4,5,3,1,6,7,5,4,4,9,1,NA,0,0,0,NA,NA,NA,0,0,0,1,5,2,4,5,5,5,5,2,NA,2,2,NA,2,NA,1,0,1,2,1,301,1,2,NA,3,1,1,2,4,2,1,3,2,2,2,14,1,NA,NA,1,5,5,NA,2,2,3,2,2,5,1,1,2,5,4,2,1,0,1,0,0,0,0,1,0,0,0,1,0,4,2,5,3,2,2,2014,NA,NA,NA,NA,NA
"1:4468",3,NA,61,314,NA,241,2,5,1,1,304,3,1973,41,2,1,5,2,2,2,4,1,2,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,1,2,NA,2,2,2,2,2,5,NA,NA,NA,2,3,3,4,NA,4,3,7,5,4,5,NA,3,3,3,3,7,1,1,1,NA,3,3,NA,NA,NA,3,NA,4,2,3,5,7,7,5,5,4,4,1,2,3,4,1,1,3,3,4,4,4,1,1,1,NA,0,0,0,NA,0,NA,NA,0,0,1,1,4,5,5,2,2,2,2,NA,2,2,NA,2,NA,0,0,1,1,1,301,1,2,NA,2,3,1,2,4,2,2,3,3,2,2,0,0,NA,NA,1,1,1,4,2,2,2,2,1,6,1,6,4,5,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,4,1,5,3,2,2,2014,NA,NA,NA,NA,NA
