"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:2496",3,617,3061,306,NA,87,1,4,1,1,302,3,1985,26,2,3,NA,3,1,2,3,2,4,4,4,4,4,0,NA,NA,NA,NA,0,0,NA,NA,8,2,1,1,1,1,2,2,2,2,2,2,NA,1,1,1,3,2,2,2,2,4,4,3,4,2,1,1,3,5,4,2,1,1,2,2,3,2,NA,2,2,2,5,3,3,3,3,NA,3,4,3,2,1,3,1,NA,NA,NA,3,6,8,9,4,3,2,4,1,1,2,0,0,0,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,1,2,5,NA,2,2,4,3,NA,7,NA,0,NA,5,4,NA,0,0,1,0,0,0,0,1,0,0,NA,1,0,3,1,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2497",3,1099,3148,314,NA,246,1,3,1,1,304,2,1983,28,1,1,NA,2,1,2,3,4,4,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,9,2,1,1,2,2,NA,1,1,2,2,2,NA,1,1,0,3,3,3,4,2,4,4,5,5,6,6,7,6,7,6,5,7,6,7,6,6,6,NA,2,1,2,2,2,NA,2,2,NA,1,7,6,7,5,1,NA,NA,NA,NA,9,7,10,9,10,9,8,9,1,2,2,0,0,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,3,3,1,1,NA,NA,2,1,1,3,NA,3,NA,0,7,2,2,NA,1,1,1,3,1,0,0,1,0,1,0,1,0,4,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2498",3,1273,30511,305,NA,69,1,1,1,1,305,1,1953,58,1,3,NA,2,3,2,3,1,4,4,4,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,8,2,1,1,2,2,NA,2,2,2,2,2,NA,1,1,0,3,3,3,4,2,1,3,5,3,4,4,7,6,6,4,4,5,3,3,5,7,6,NA,4,3,4,3,5,3,2,2,NA,5,5,3,5,4,2,2,NA,NA,NA,8,8,8,1,7,8,9,8,1,2,2,0,0,0,NA,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,2,1,1,3,NA,2,1,1,2,NA,4,NA,3,2,5,1,NA,1,1,1,0,1,1,0,1,1,1,1,1,0,6,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2499",3,1063,31312,313,NA,240,2,5,1,1,304,3,1983,28,1,2,NA,2,3,2,2,2,2,2,4,NA,2,1,0,1,1,1,0,0,NA,NA,6,2,2,2,2,2,NA,2,1,1,1,1,NA,2,1,0,2,1,1,1,3,2,3,5,6,7,6,7,6,6,7,7,7,4,7,7,6,5,NA,2,3,2,1,3,2,2,2,NA,6,7,3,6,5,2,1,NA,NA,NA,9,10,9,10,9,10,10,6,1,2,2,0,0,0,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,2,2,1,4,1,4,2,2,3,2,NA,8,NA,2,2,5,1,NA,0,0,1,0,0,0,0,0,0,0,NA,1,0,7,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2500",3,987,31117,311,NA,207,2,5,1,1,304,3,1957,55,2,2,NA,2,2,2,2,1,4,4,4,4,2,1,0,0,0,0,0,0,NA,NA,7,2,2,2,2,2,NA,2,2,2,1,NA,NA,2,0,0,2,3,3,4,1,NA,NA,5,4,3,3,7,4,6,NA,6,4,4,6,6,4,3,NA,2,3,3,2,3,2,2,2,NA,2,5,NA,3,1,2,2,NA,NA,NA,8,1,2,4,4,3,4,5,1,2,2,0,0,0,0,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,5,1,1,5,5,NA,2,2,3,3,NA,2,NA,0,1,5,1,NA,1,0,1,0,0,0,0,1,1,0,NA,1,0,3,1,3,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2501",3,211,3015,301,NA,8,1,4,1,1,301,3,1973,38,2,1,NA,2,2,1,2,1,3,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,5,2,1,1,2,2,NA,2,1,2,2,1,NA,2,0,0,2,3,3,3,NA,NA,NA,4,1,NA,NA,7,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,2,1,2,3,3,4,2,3,NA,7,6,7,1,1,2,NA,NA,NA,NA,2,2,5,6,10,1,1,1,1,1,1,0,0,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,1,5,5,NA,2,2,2,2,NA,7,NA,5,2,2,1,NA,1,0,1,1,0,0,1,0,1,1,1,1,0,3,1,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2502",3,381,3067,306,NA,101,1,1,1,1,305,1,1959,53,2,1,NA,2,2,2,2,4,4,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,2,2,2,NA,2,1,2,2,2,NA,2,0,0,2,1,1,1,1,2,6,5,4,3,2,3,6,5,5,3,6,5,7,4,5,6,NA,2,3,3,2,3,2,3,3,NA,6,4,6,5,5,2,2,NA,NA,NA,1,1,2,5,5,6,5,1,1,2,2,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,3,1,1,5,5,NA,2,2,3,3,NA,4,NA,4,2,5,2,NA,1,1,1,0,0,0,0,1,1,1,1,1,1,4,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2503",3,89,3062,306,NA,91,1,1,1,1,305,1,1955,56,1,3,NA,3,3,1,3,1,4,3,4,NA,4,1,0,1,0,0,0,0,NA,NA,8,2,2,1,2,1,1,2,1,2,2,2,NA,2,1,1,4,1,1,1,2,4,3,2,4,2,1,7,1,4,1,1,1,1,1,5,1,1,NA,4,4,4,5,3,3,3,3,NA,7,7,5,2,7,4,2,NA,NA,NA,2,1,2,1,1,1,1,2,1,1,2,1,0,0,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,4,1,1,2,2,2,2,2,3,2,NA,1,NA,4,2,4,1,NA,0,0,1,0,0,0,0,1,1,0,NA,1,0,5,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2504",3,953,31123,311,NA,210,1,3,1,1,304,2,1989,22,2,1,NA,3,2,2,3,4,4,4,4,4,1,0,NA,NA,NA,NA,0,0,NA,NA,10,2,1,1,2,2,NA,2,2,2,2,2,NA,2,1,0,1,2,2,4,3,3,4,7,5,7,7,7,4,6,6,3,3,4,4,7,4,6,NA,1,3,3,2,3,1,3,3,NA,4,6,3,6,4,1,1,NA,NA,NA,7,5,8,5,8,8,9,6,5,1,1,0,0,0,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,3,5,1,5,3,NA,2,1,2,2,NA,10,NA,0,1,2,1,NA,1,0,1,0,0,1,0,1,0,1,1,1,0,3,2,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2505",3,145,30210,302,NA,30,1,2,1,1,301,1,1960,51,1,1,NA,2,2,2,3,1,4,4,4,NA,2,1,0,0,0,0,0,1,NA,NA,NA,2,2,2,2,1,1,1,2,2,1,2,NA,2,1,1,2,1,1,1,3,4,5,5,7,6,7,7,7,7,4,4,1,2,3,3,5,5,NA,3,2,2,2,3,2,NA,3,NA,7,7,7,3,7,3,NA,NA,NA,NA,1,1,1,10,1,4,2,1,1,2,2,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,NA,2,4,5,1,4,2,2,3,2,NA,3,NA,3,2,2,2,NA,1,1,1,0,1,0,0,1,1,1,1,1,0,5,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2506",3,642,30617,306,NA,139,1,1,1,1,305,1,1953,59,1,3,1,3,3,2,2,4,4,2,2,NA,2,1,1,1,1,0,0,1,NA,NA,1,1,2,1,1,2,NA,2,1,1,2,2,NA,2,0,0,2,3,3,2,2,2,4,6,5,5,5,7,5,7,4,4,2,5,5,3,4,5,NA,2,1,2,2,3,3,2,3,NA,2,7,7,6,5,NA,NA,NA,NA,NA,9,7,3,3,7,7,6,8,NA,2,2,0,0,0,0,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,3,2,2,NA,NA,10,2,2,NA,NA,NA,NA,8,1,NA,5,4,4,1,4,2,2,3,2,NA,2,NA,3,3,5,1,NA,1,1,1,0,0,0,0,1,1,0,NA,1,0,4,2,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2507",3,813,30822,308,NA,180,2,5,1,1,303,3,1968,44,1,4,NA,3,3,2,NA,1,4,4,4,NA,4,1,1,1,1,0,0,0,NA,NA,6,2,1,1,2,2,NA,2,1,2,2,2,NA,2,1,1,3,2,2,1,1,1,2,2,2,4,3,7,6,7,1,4,2,3,1,2,7,7,NA,2,4,4,4,4,2,2,4,NA,1,7,7,1,7,3,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,0,0,0,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,1,2,1,4,2,2,4,2,NA,2,NA,0,2,5,1,NA,0,0,1,0,0,0,0,0,0,0,NA,1,0,5,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2508",3,428,30512,305,NA,75,1,3,1,1,302,2,1987,24,1,2,3,2,2,2,4,4,2,4,1,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,1,1,2,2,1,2,NA,2,2,2,NA,2,NA,2,0,0,3,3,3,2,2,4,2,6,1,5,3,5,1,3,1,1,5,1,4,1,1,1,NA,1,3,4,2,4,3,2,2,NA,7,7,7,1,1,NA,NA,NA,NA,NA,10,10,10,8,10,5,9,10,NA,2,2,0,0,0,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,1,2,NA,NA,11,2,2,NA,NA,NA,NA,12,4,NA,5,3,1,3,NA,2,2,3,2,NA,7,NA,0,5,1,1,NA,1,0,1,0,0,0,0,1,1,0,NA,1,1,7,1,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2509",3,964,31123,311,NA,212,2,5,1,1,304,2,1983,28,2,1,5,1,1,2,2,3,2,4,4,4,1,0,NA,NA,NA,NA,0,0,NA,NA,10,2,NA,NA,2,2,NA,2,1,2,1,2,NA,2,0,0,4,2,2,4,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,1,1,1,1,1,2,2,2,NA,7,7,7,7,7,NA,NA,NA,NA,NA,10,10,1,1,10,10,1,1,NA,1,2,0,0,0,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,1,3,NA,NA,4,NA,2,NA,NA,NA,NA,12,4,NA,5,3,1,5,NA,1,2,2,1,NA,7,NA,2,1,5,4,NA,1,0,1,1,0,0,1,1,0,1,NA,1,0,3,2,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2510",3,167,3047,304,NA,52,1,3,1,1,302,2,1992,19,1,1,NA,1,2,2,3,1,4,4,4,NA,2,NA,NA,NA,NA,NA,1,0,NA,NA,4,2,2,2,2,2,NA,2,2,2,1,NA,NA,1,1,0,3,3,NA,2,NA,1,5,4,3,2,5,7,5,7,5,5,2,1,4,7,7,6,NA,2,3,3,2,3,2,2,3,NA,6,5,5,2,6,3,2,NA,NA,NA,10,1,4,5,5,6,1,1,1,1,2,0,0,0,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,4,2,2,5,4,NA,2,1,2,2,NA,4,NA,0,2,1,1,NA,1,1,1,1,1,0,0,1,1,1,1,1,0,3,1,7,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2511",3,1215,3122,312,NA,215,2,5,1,1,304,2,1950,62,1,4,NA,3,3,1,5,3,4,2,3,NA,3,0,NA,NA,NA,NA,0,1,NA,NA,1,1,2,2,2,1,1,2,2,2,2,2,NA,1,0,0,2,3,3,3,2,3,4,5,7,2,4,7,5,3,7,2,1,4,7,4,5,5,NA,1,2,4,2,3,4,2,1,NA,2,7,7,6,2,4,1,NA,NA,NA,10,2,7,8,8,7,8,2,2,1,2,0,0,0,NA,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,5,3,4,1,4,2,2,4,3,NA,5,NA,3,3,5,5,NA,0,0,1,0,0,0,0,0,0,0,NA,1,0,6,2,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2512",3,121,3011,301,NA,2,1,2,1,1,301,1,1950,61,2,3,NA,3,3,2,3,1,4,4,4,4,2,1,1,1,0,1,1,0,NA,NA,6,2,1,1,1,2,NA,2,1,1,1,2,NA,2,0,0,1,3,3,3,1,3,4,3,5,4,4,7,5,6,4,6,7,NA,4,4,5,4,NA,2,2,2,3,2,2,NA,2,NA,2,7,7,5,2,NA,1,NA,NA,NA,5,1,1,5,5,5,5,2,2,1,2,0,0,0,0,0,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,4,2,1,1,5,NA,2,2,4,3,NA,6,NA,2,2,5,1,NA,1,0,1,0,0,0,0,1,0,0,NA,1,0,4,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2513",3,566,3053,305,NA,63,1,2,1,1,302,1,1992,19,1,2,14,3,1,2,2,4,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,7,2,1,2,2,2,NA,2,2,2,2,1,NA,1,1,1,2,1,1,1,2,3,5,5,3,6,5,7,4,5,6,3,7,3,5,6,7,4,NA,2,1,3,2,2,2,2,2,NA,4,4,4,2,4,NA,NA,NA,NA,NA,5,4,2,4,4,4,4,6,NA,1,1,0,0,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,2,3,4,NA,NA,4,3,2,NA,NA,NA,NA,5,1,NA,3,1,4,3,NA,1,1,2,2,NA,10,NA,0,2,4,4,NA,0,0,1,0,0,0,0,1,1,0,NA,1,1,4,2,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2514",3,401,30821,308,NA,175,2,5,1,1,303,2,1934,77,1,1,NA,3,3,1,4,2,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,10,2,1,1,2,2,NA,2,2,1,1,1,NA,1,0,0,1,1,NA,4,NA,1,4,5,6,4,7,7,4,6,5,7,5,4,5,2,6,6,NA,2,2,3,2,2,3,3,3,NA,1,7,7,4,7,3,2,NA,NA,NA,10,1,5,1,10,1,5,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,1,1,5,5,NA,2,2,3,3,NA,7,NA,4,7,5,1,NA,1,0,1,0,0,0,0,0,0,0,NA,1,0,7,1,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2515",3,1117,3143,314,NA,241,2,5,1,1,304,3,1942,70,2,3,NA,3,3,2,NA,2,4,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,10,2,1,1,NA,2,NA,2,2,2,2,2,NA,1,0,0,3,3,3,3,NA,1,4,1,1,1,5,7,5,1,NA,5,7,1,7,4,7,7,NA,2,3,4,2,2,3,2,3,NA,7,7,7,7,1,3,1,NA,NA,NA,10,1,9,10,5,10,10,1,1,1,1,0,0,0,0,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,3,1,1,5,NA,2,2,3,2,NA,2,NA,5,2,5,2,NA,1,1,1,0,0,1,0,1,0,0,NA,1,1,3,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2516",3,629,30521,305,NA,84,2,5,1,1,302,3,1944,67,2,1,NA,3,2,2,2,1,2,4,2,4,1,1,1,1,1,0,0,0,NA,NA,10,2,NA,1,2,2,NA,1,1,1,1,1,NA,2,0,0,3,2,2,3,NA,2,5,5,6,4,5,7,6,7,3,5,6,3,5,4,6,5,NA,2,2,1,2,2,3,2,2,NA,7,7,6,4,7,1,2,NA,NA,NA,5,6,8,5,4,2,5,1,1,1,1,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,1,1,5,5,NA,2,2,4,3,NA,5,NA,8,NA,5,2,NA,0,0,1,0,0,0,0,1,0,0,NA,0,0,6,1,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2517",3,193,3011,301,NA,1,1,2,1,1,301,1,1957,55,1,2,NA,2,3,2,3,1,4,3,4,NA,2,1,0,0,0,0,0,0,NA,NA,10,2,2,2,2,2,NA,2,2,2,2,2,NA,2,0,0,3,2,2,4,1,3,5,4,6,3,5,7,5,7,4,4,4,4,6,4,6,5,NA,2,1,3,1,1,2,2,3,NA,7,5,4,6,4,2,1,NA,NA,NA,5,7,5,5,4,5,5,7,7,2,2,0,0,0,NA,0,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,1,2,1,4,2,2,3,3,NA,1,NA,4,2,5,5,NA,0,0,1,0,0,0,0,1,1,0,NA,0,0,5,1,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2518",3,198,3011,301,NA,1,1,2,1,1,301,1,1994,17,1,1,4,2,2,2,2,4,2,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,8,2,1,NA,2,2,NA,2,1,2,1,1,NA,1,0,0,3,2,2,3,NA,2,6,4,6,7,5,7,7,7,7,7,7,3,5,5,7,5,NA,2,2,2,3,2,2,2,2,NA,6,6,4,6,5,NA,NA,NA,NA,NA,8,2,1,1,5,2,4,2,NA,2,2,0,0,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,2,2,3,4,NA,NA,4,3,1,NA,NA,NA,NA,10,1,NA,5,3,NA,4,NA,2,2,2,3,NA,5,NA,17,1,2,1,NA,1,0,1,0,0,0,0,0,0,0,NA,1,0,3,1,3,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2519",3,1426,30511,305,NA,71,1,1,1,1,305,1,1988,24,1,3,5,2,3,2,4,4,4,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,5,2,2,2,2,2,NA,2,1,1,2,2,NA,2,1,0,3,1,1,1,2,3,4,5,1,5,4,7,4,6,4,2,6,2,5,6,5,4,NA,1,2,3,2,3,3,3,4,NA,4,6,6,1,4,NA,NA,NA,NA,NA,10,1,6,2,8,1,3,1,NA,2,2,0,0,0,NA,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,3,2,NA,NA,4,NA,2,NA,NA,NA,NA,9,1,NA,2,1,1,1,2,2,2,2,3,NA,4,NA,2,2,5,1,NA,1,0,1,0,0,1,0,1,0,0,NA,1,1,6,2,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2520",3,874,3102,310,NA,189,1,4,1,1,303,3,1973,38,1,2,27,3,2,2,3,4,4,4,4,NA,2,1,0,0,0,1,0,0,NA,NA,6,2,2,2,1,2,NA,1,2,2,2,1,NA,2,1,0,3,2,2,3,2,3,3,5,2,6,5,7,5,6,3,3,5,2,3,4,4,5,NA,2,2,2,3,4,2,3,3,NA,2,6,6,1,5,NA,NA,NA,NA,NA,6,1,2,6,7,7,7,6,NA,2,2,0,0,0,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,1,3,3,NA,NA,2,3,2,NA,NA,NA,NA,7,1,NA,3,1,2,1,2,2,2,2,2,NA,6,NA,2,2,5,1,NA,1,1,1,0,0,0,0,1,0,0,NA,1,0,6,2,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2521",3,1419,30511,305,NA,70,1,1,1,1,305,1,1990,22,1,3,NA,3,2,2,2,4,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,5,2,2,1,2,1,1,2,2,2,2,2,NA,1,1,0,2,3,3,3,1,3,4,5,4,5,4,7,5,5,4,5,4,4,5,6,5,5,NA,1,2,2,2,3,2,2,2,NA,4,7,7,4,5,2,NA,NA,NA,NA,8,2,3,5,8,5,5,NA,1,2,2,0,0,0,0,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,3,2,1,5,4,NA,2,1,2,2,NA,3,NA,0,2,1,1,NA,1,1,1,0,1,0,0,1,1,1,1,1,0,5,2,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2522",3,889,30617,306,NA,132,1,1,1,1,305,1,1991,20,1,1,NA,3,2,2,4,1,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,7,2,2,2,2,2,NA,2,2,2,2,2,NA,2,1,0,4,3,3,1,2,4,4,6,4,4,5,7,5,6,4,4,7,4,6,5,7,7,NA,1,2,3,3,3,2,2,2,NA,5,5,4,3,6,2,2,NA,NA,NA,10,5,1,5,10,6,6,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,5,1,1,1,4,NA,2,2,3,1,NA,7,NA,0,2,3,1,NA,1,1,1,1,0,0,0,1,1,0,NA,1,0,3,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2523",3,1155,3129,312,NA,217,1,3,1,1,304,2,1982,29,1,1,NA,3,3,2,5,4,4,1,4,NA,4,1,1,0,1,1,0,0,NA,NA,5,2,1,1,1,1,1,1,2,1,2,1,NA,1,1,0,2,2,2,2,3,2,4,7,4,3,6,5,2,1,1,4,1,4,1,6,7,6,NA,2,1,1,5,4,4,4,1,NA,5,7,7,2,6,4,1,NA,NA,NA,10,1,1,1,1,1,1,9,1,1,1,0,0,0,0,0,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,4,3,1,1,2,NA,1,1,3,3,NA,3,NA,0,5,2,1,NA,1,0,1,0,0,0,0,1,0,0,NA,1,0,5,1,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2524",3,97,30619,306,NA,152,1,1,1,1,305,1,1992,19,2,1,NA,3,2,2,3,1,2,4,4,4,2,0,NA,NA,NA,NA,1,0,NA,NA,NA,2,1,1,2,1,6,1,2,2,2,1,NA,2,1,0,2,1,1,2,1,1,4,2,3,3,3,7,4,7,4,7,7,4,4,5,2,3,NA,2,2,2,2,2,2,2,4,NA,3,7,4,3,5,2,2,NA,NA,NA,4,1,5,4,7,2,3,4,4,1,2,0,0,0,0,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,3,2,1,1,5,NA,2,2,3,2,NA,5,NA,1,2,3,1,NA,1,1,1,0,0,0,0,1,1,0,NA,1,0,4,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
