"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"2:518",4,1188,49,411,401105,193,2,5,1,1,406,3,1993,23,1,1,5,1,1,1,2,NA,1,1,1,1,2,1,1,1,3,4,1,1,NA,4,4,1,8,2,NA,2,2,2,NA,2,2,0,0,2,NA,3,3,4,2,5,6,5,6,6,5,6,7,5,5,5,6,5,5,6,7,4,5,5,5,5,5,5,4,5,2,2,2,NA,2,3,2,2,2,1,2,2,2,1,2,3,1,2,2,1,5,5,4,5,5,6,2,2,5,5,5,4,7,5,6,4,4,1,0,0,0,0,0,NA,0,NA,0,2,NA,2,2,2,0,4,1,1,1,2,2,2,NA,2,1,2,12,2,4,2,1,1,1,2,2,3,1,1,4,0,0,2,2,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,4,2,4,4,4,1,2017,"2016-11-11",2,2
"2:519",4,541,54,413,401310,224,2,5,1,1,406,3,1976,40,2,1,70,1,1,2,2,NA,5,1,1,2,2,2,1,2,3,3,4,3,4,4,4,1,10,2,1,NA,1,2,NA,2,1,0,0,1,1,3,3,4,3,4,6,4,7,6,4,3,7,6,7,7,7,6,7,7,1,5,6,7,4,7,6,4,7,6,1,1,2,2,3,3,2,2,2,3,1,2,2,1,2,3,3,1,1,2,5,6,5,4,5,6,2,2,3,1,5,5,6,7,7,2,3,2,0,0,0,NA,0,NA,NA,0,0,2,NA,2,2,2,0,2,1,1,1,1,2,1,2,1,2,2,11,2,4,2,1,1,4,2,2,2,1,3,5,1,5,1,3,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,2,4,4,4,2,2017,"2016-10-26",3,3
"2:520",4,990,41,407,400705,253,2,5,1,1,404,2,1997,19,1,1,3,3,1,1,1,0,3,2,NA,NA,NA,NA,NA,4,1,4,3,4,NA,4,4,2,4,1,2,NA,2,2,NA,2,2,0,0,1,2,3,2,4,1,5,6,3,7,6,6,5,7,7,6,7,5,7,4,4,5,7,6,5,4,6,6,5,6,6,6,1,2,1,1,2,1,2,1,1,1,2,2,3,3,3,2,1,2,2,3,6,6,2,6,6,2,2,8,6,8,8,9,6,7,2,2,1,0,0,0,NA,0,NA,NA,NA,0,1,3,1,2,1,0,4,1,2,1,3,2,6,2,1,2,2,12,1,2,1,1,3,NA,1,1,2,1,1,6,0,0,1,1,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,4,1,5,4,4,1,2017,"2016-11-08",2,2
"2:521",4,1432,54,413,401310,221,2,5,1,1,406,3,1960,56,1,3,59,3,3,2,2,NA,3,1,1,1,2,2,2,1,4,2,3,2,NA,4,3,1,10,1,2,NA,1,1,1,2,1,1,0,3,1,3,3,3,1,7,7,1,1,1,3,1,7,7,2,7,7,7,4,5,3,4,1,4,5,3,1,3,6,2,7,1,1,1,3,1,1,3,4,1,1,3,3,1,3,1,3,3,4,4,4,7,3,4,3,7,2,2,1,1,2,9,8,6,5,1,1,2,0,0,0,NA,0,NA,0,0,0,2,NA,2,2,1,1,1,2,1,1,3,4,4,1,1,2,2,3,1,5,1,3,2,4,1,1,4,3,2,10,3,6,1,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,2,4,4,4,1,2017,"2016-10-27",1,1
"2:522",4,226,46,409,401405,69,2,5,1,1,406,2,1966,50,1,3,27,3,1,2,2,NA,4,2,NA,NA,NA,NA,NA,2,1,2,4,4,NA,1,4,3,3,2,NA,1,1,1,1,2,1,1,1,1,4,3,3,4,3,2,4,2,3,4,1,2,7,5,2,1,7,4,2,5,3,6,4,5,3,2,4,5,6,4,5,1,4,1,4,4,1,4,4,4,3,1,1,2,3,3,4,2,4,5,5,4,1,5,6,6,3,2,6,1,7,3,5,4,3,1,1,1,0,1,0,NA,0,NA,NA,1,0,2,NA,2,2,2,0,1,1,1,2,3,4,12,NA,3,2,2,8,1,1,1,1,1,4,2,1,3,3,2,7,3,9,2,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,4,2,5,4,4,1,2017,"2016-11-08",1,1
"2:523",4,689,53,413,401309,218,2,5,1,1,406,3,1957,59,1,1,4,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,1,1,2,4,4,NA,4,2,1,NA,2,NA,2,2,2,NA,1,2,1,0,6,1,3,2,4,4,2,1,1,1,1,1,2,7,5,1,2,7,2,1,3,1,5,1,3,4,3,6,2,4,6,3,3,4,4,4,2,1,4,4,4,4,4,4,3,4,4,3,2,2,5,1,7,3,7,7,7,3,1,10,1,10,6,10,8,10,1,1,1,0,0,0,NA,0,NA,0,0,0,1,3,NA,2,2,0,4,1,2,2,4,3,4,NA,NA,2,2,1,1,1,1,1,1,3,2,2,4,2,2,6,3,8,2,5,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,5,2,4,4,4,1,2017,"2016-11-02",1,1
"2:524",4,630,65,422,402205,227,2,5,1,1,409,3,1945,71,2,1,2,1,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,3,4,4,4,1,10,2,1,NA,1,2,NA,2,2,1,0,4,4,3,3,4,3,1,7,6,4,3,2,1,7,6,5,4,3,2,7,6,5,4,3,2,1,7,6,5,2,1,7,3,3,4,4,4,4,4,4,4,4,3,3,3,NA,NA,2,1,1,2,7,6,5,4,3,2,1,1,10,8,7,6,5,4,3,2,1,2,0,0,0,NA,0,NA,1,NA,0,1,3,2,2,NA,1,4,1,1,1,4,2,4,NA,3,2,1,2,1,4,3,5,5,NA,2,2,NA,NA,2,9,2,9,2,5,NA,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,5,2,4,4,4,2,2017,"2016-10-22",3,1
"2:525",4,529,23,404,400405,95,2,5,1,1,403,2,1990,26,2,1,70,2,2,2,2,NA,2,1,1,1,2,1,NA,4,1,4,4,3,4,4,4,2,1,1,NA,2,2,2,NA,2,2,0,0,5,3,2,2,1,4,1,7,1,1,7,3,1,7,5,1,3,1,7,7,1,7,7,3,1,4,1,4,4,4,3,1,4,4,4,4,2,2,2,2,3,3,4,4,3,3,2,3,3,2,3,1,1,7,1,7,7,3,2,10,1,1,10,10,5,10,10,1,2,0,0,0,NA,NA,NA,0,NA,0,2,NA,1,1,2,0,2,1,1,1,1,3,6,2,2,2,2,12,2,1,1,1,5,NA,2,1,2,2,2,3,1,1,2,4,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,5,2,5,4,4,2,2017,"2016-10-31",1,1
"2:526",4,67,51,413,401307,210,2,5,1,1,406,3,1966,50,1,1,5,2,2,2,2,NA,2,1,1,1,1,1,1,3,3,3,4,4,NA,3,4,1,5,2,2,NA,2,2,NA,2,1,1,0,2,2,2,2,4,2,5,6,4,5,5,5,4,7,5,5,5,5,7,5,5,7,6,5,5,5,7,5,6,6,6,1,3,3,3,3,2,2,2,3,1,1,3,3,2,2,2,2,2,2,2,6,7,5,5,5,7,2,1,10,1,10,10,10,1,1,1,1,1,0,0,0,NA,0,NA,NA,0,1,2,NA,2,2,2,0,4,1,1,1,3,3,2,1,1,2,2,6,1,3,1,1,3,NA,2,1,3,1,2,3,0,2,2,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,4,2,4,4,4,1,2017,"2016-10-28",2,2
"2:527",4,76,45,409,400906,67,2,5,1,1,406,3,1993,23,1,1,4,2,1,2,2,NA,2,1,1,1,2,1,2,4,4,4,4,4,NA,4,4,1,3,2,1,NA,1,2,NA,2,1,1,0,2,2,3,2,4,2,3,7,3,4,6,3,2,7,5,2,3,7,4,5,1,4,5,6,3,2,2,5,5,6,5,3,4,3,3,3,3,1,4,3,4,3,3,1,4,2,2,2,3,3,3,4,5,4,2,4,6,2,1,7,6,5,8,4,5,6,7,5,1,0,0,0,NA,0,NA,NA,NA,0,2,NA,2,2,2,0,1,1,1,2,1,2,1,NA,1,2,2,12,1,3,1,1,1,4,2,1,1,2,1,4,0,0,2,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,3,2,5,4,4,1,2017,"2016-11-07",1,1
"2:528",4,1546,52,413,401308,216,2,5,1,1,406,3,1996,20,1,2,5,2,2,2,2,NA,2,1,1,1,2,1,2,4,4,4,2,2,NA,4,2,1,7,2,NA,2,2,2,NA,2,2,0,0,5,2,3,3,3,3,4,6,4,5,6,4,5,7,6,4,4,3,4,2,4,6,6,5,4,3,4,3,3,5,4,4,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,2,2,3,5,3,5,4,4,4,6,3,2,8,7,5,4,4,4,3,8,4,1,0,0,0,NA,0,NA,0,NA,1,2,NA,1,2,2,0,2,1,2,2,3,3,4,NA,2,2,2,12,3,4,3,77,1,1,2,2,2,1,1,5,1,0,1,1,3,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,3,2,4,4,4,1,2017,"2016-10-31",2,1
"2:529",4,216,33,406,400603,34,2,5,1,1,404,3,1988,28,1,4,3,3,3,1,1,0,5,2,NA,NA,NA,NA,NA,2,1,2,2,3,NA,3,2,3,5,2,1,NA,2,2,NA,1,1,1,0,3,3,3,1,2,4,1,7,3,1,7,1,1,7,7,2,1,1,7,3,3,1,4,1,2,1,1,5,3,6,7,1,2,3,2,4,3,1,3,2,3,3,3,4,2,3,3,3,4,4,2,4,7,4,2,7,7,3,2,8,1,10,8,10,5,7,1,1,1,1,1,0,0,NA,NA,0,1,0,1,2,1,2,1,1,2,1,2,1,1,3,1,1,3,2,2,12,2,2,1,1,3,NA,2,1,4,3,3,7,4,1,1,2,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,4,2,3,4,4,1,2017,"2016-11-10",1,1
"2:530",4,210,51,413,401307,211,2,5,1,1,406,3,1976,40,1,1,27,2,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,4,1,10,2,NA,2,2,2,NA,2,1,0,0,3,1,3,3,4,4,4,1,1,1,3,1,2,7,7,4,5,7,1,1,4,1,7,2,7,5,2,3,2,7,3,1,1,1,NA,4,4,1,1,4,4,4,4,4,1,1,2,3,1,3,5,1,1,7,3,1,7,3,1,1,1,10,10,10,10,10,10,1,1,0,0,0,0,0,NA,0,NA,0,2,NA,2,2,2,0,4,1,1,1,3,3,NA,NA,4,2,1,4,1,5,1,4,1,4,2,1,3,2,3,2,0,0,3,5,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,2,2,1,3,4,4,1,2017,"2016-10-29",2,1
"2:531",4,1151,41,407,400705,253,2,5,1,1,404,2,1960,56,2,2,3,3,3,2,2,NA,1,1,1,1,1,NA,NA,2,1,4,1,3,4,4,2,2,1,2,NA,1,2,2,NA,1,1,1,0,6,3,3,2,4,4,1,6,1,2,5,1,1,7,6,2,2,6,1,4,1,7,6,1,1,1,1,1,1,5,3,1,4,4,3,3,2,2,4,4,1,2,2,2,4,3,3,3,3,4,6,6,7,7,1,7,5,3,1,10,5,10,10,10,7,7,10,8,1,0,0,0,0,NA,0,0,NA,0,1,2,NA,2,2,0,1,1,1,2,3,3,2,NA,3,2,2,14,0,1,1,1,5,NA,2,2,4,2,6,2,1,4,2,5,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,5,1,5,4,4,2,2017,"2016-11-08",1,1
"2:532",4,1506,63,421,402108,32,2,5,1,1,409,3,1961,55,1,1,14,2,2,2,2,NA,5,2,NA,NA,NA,NA,NA,4,4,4,3,4,NA,4,4,1,5,2,1,NA,1,2,NA,2,1,0,0,1,2,2,3,4,3,3,3,5,6,6,3,3,7,7,7,5,7,7,6,7,7,7,6,7,5,5,5,3,6,6,2,1,1,1,2,1,1,3,3,1,2,3,3,1,5,3,1,1,4,2,7,6,6,5,4,7,1,1,5,3,6,8,8,5,5,1,1,1,0,0,0,NA,0,NA,0,NA,0,2,NA,2,2,2,0,4,1,1,NA,4,2,4,3,1,2,2,6,1,5,1,1,2,4,2,2,3,1,3,3,0,1,1,5,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,2,3,2,4,4,4,1,2017,"2016-10-19",1,1
"2:533",4,1078,65,422,402205,226,2,5,1,1,409,3,1987,29,1,1,NA,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,4,3,3,NA,4,3,1,2,2,1,NA,2,2,NA,2,1,0,0,2,1,3,1,4,1,7,7,1,1,7,4,1,7,7,1,1,7,1,1,1,1,4,4,1,4,1,4,7,7,7,4,3,3,2,2,4,1,2,2,2,3,2,2,3,3,3,3,1,2,4,1,7,1,1,5,7,3,1,4,1,9,1,9,4,4,1,1,1,0,0,0,NA,0,NA,0,NA,0,1,3,2,2,2,0,4,1,1,2,4,4,4,4,2,2,1,6,1,5,1,1,1,5,1,2,2,2,2,4,2,2,1,5,5,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,4,2,4,4,4,1,2017,"2016-10-22",1,1
"2:534",4,135,45,409,400906,66,2,5,1,1,406,3,1981,35,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,NA,1,1,3,9,1,NA,1,1,1,3,1,1,1,1,1,1,1,1,1,3,5,4,6,5,7,3,6,7,6,4,5,7,4,5,4,6,7,6,5,4,3,2,4,5,3,6,2,2,1,2,3,1,3,2,2,2,2,2,2,2,2,4,4,1,3,6,5,4,3,6,6,1,NA,8,9,9,10,5,6,7,4,5,1,1,0,0,NA,0,NA,NA,1,0,1,2,1,1,2,1,3,1,1,1,2,1,4,2,3,2,2,3,1,3,2,1,1,4,1,1,4,2,1,6,2,2,2,3,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,5,2,5,4,4,1,2017,"2016-11-07",3,1
"2:535",4,1121,64,422,402201,231,2,5,1,1,409,2,1996,20,1,1,5,3,3,1,1,1,2,1,2,1,1,1,1,4,4,4,2,4,NA,4,2,3,3,2,1,NA,2,1,3,1,1,0,1,2,3,3,3,4,1,4,3,2,2,7,7,1,7,7,1,7,3,7,1,1,7,7,1,1,4,3,1,7,7,4,4,4,4,4,4,2,1,3,4,2,3,1,4,3,3,1,4,4,2,3,7,1,2,7,6,7,3,1,10,10,10,10,7,10,10,10,10,1,0,0,0,NA,0,NA,0,NA,0,1,2,2,2,2,0,3,1,2,2,4,3,4,2,3,2,1,9,3,5,1,2,3,NA,2,1,3,2,1,5,3,0,2,2,2,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,6,2,6,4,4,1,2017,"2016-10-20",1,1
"2:536",4,1284,39,407,400703,248,2,5,1,1,404,1,1968,48,2,1,5,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,4,1,2,2,NA,2,1,2,NA,2,2,1,0,3,3,3,3,4,3,4,6,3,6,7,4,2,5,6,2,4,1,7,5,6,3,5,7,4,6,7,1,3,6,4,4,1,1,3,3,1,3,1,3,4,3,1,2,2,3,2,2,3,3,4,3,2,5,2,6,3,2,2,4,6,8,3,2,7,4,1,1,1,0,0,0,NA,NA,NA,0,NA,0,2,NA,2,2,2,1,2,1,2,2,3,1,1,1,3,2,2,9,0,2,1,2,5,NA,2,2,3,3,2,4,0,5,1,5,2,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,2,1,4,4,4,2,2017,"2016-11-04",1,1
"2:537",4,1541,36,407,400702,234,2,5,1,1,404,3,1998,18,1,1,13,3,3,2,2,NA,5,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,4,1,2,2,1,NA,NA,2,NA,2,1,0,0,2,2,3,3,4,4,1,2,5,1,1,6,1,7,7,5,7,1,7,1,1,1,6,1,1,1,1,7,7,6,7,1,4,4,2,4,4,1,1,3,3,3,4,3,3,5,3,4,2,3,1,1,6,2,1,7,7,3,2,10,1,10,10,10,4,4,1,1,1,0,0,0,NA,0,NA,0,NA,1,1,1,1,2,2,0,2,3,2,1,2,3,4,NA,NA,2,2,9,2,2,1,2,4,NA,2,1,2,1,1,5,0,0,2,2,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,4,2,6,4,4,1,2017,"2016-11-16",3,1
"2:538",4,109,57,418,401807,137,2,5,1,1,407,3,1995,21,2,1,5,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,4,NA,1,2,NA,2,2,2,NA,2,2,0,0,5,2,3,2,4,4,5,7,1,1,1,3,5,7,7,6,2,1,7,1,1,1,4,1,3,7,3,4,5,5,5,7,4,4,4,4,4,2,3,4,4,4,4,4,3,3,3,2,2,2,3,7,5,4,1,1,5,3,NA,1,1,7,10,5,9,10,10,10,1,0,0,0,NA,NA,NA,1,1,0,2,NA,2,2,2,0,4,1,2,2,4,4,4,NA,NA,2,2,7,2,2,1,1,5,NA,2,2,2,1,5,5,2,2,2,5,3,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,7,2,3,4,4,2,2017,"2016-10-29",3,2
"2:539",4,1214,51,413,401307,210,2,5,1,1,406,3,1954,62,1,2,15,3,3,1,1,0,2,1,1,1,1,1,1,2,4,2,2,3,NA,3,2,4,1,1,NA,2,2,2,NA,2,2,1,0,4,1,3,3,4,1,4,6,2,7,4,7,1,7,1,3,1,7,1,2,6,7,7,2,1,1,7,6,3,1,5,1,4,3,1,4,4,4,3,3,3,3,3,4,1,5,1,2,2,1,2,7,7,1,1,7,7,1,1,10,1,10,10,1,10,1,1,1,2,0,0,0,0,0,NA,1,NA,0,2,NA,2,2,2,1,4,1,1,2,4,1,4,3,3,2,2,7,1,3,1,1,2,1,2,1,4,3,1,3,0,2,2,5,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,3,2,5,4,4,1,2017,"2016-10-28",2,2
"2:540",4,1556,12,402,400209,50,2,5,1,1,402,3,1965,51,1,1,5,3,1,2,1,0,2,2,NA,NA,NA,NA,NA,4,NA,3,3,4,NA,4,3,2,10,2,NA,2,2,2,NA,1,1,1,0,4,3,3,3,3,1,3,6,4,6,4,3,4,7,3,2,2,1,7,1,3,3,3,3,3,4,2,2,3,4,3,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,6,4,7,5,5,2,2,10,8,6,5,10,6,4,2,1,2,0,0,0,0,0,NA,0,0,0,1,2,1,2,1,0,3,1,1,2,4,4,2,NA,2,2,2,12,1,NA,1,2,1,4,1,1,3,3,2,5,0,4,2,5,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,2,4,2,5,4,4,1,2017,"2016-10-22",1,1
"2:541",4,1434,33,406,400603,33,2,5,1,1,404,3,1998,18,1,1,5,3,1,2,2,NA,2,1,1,1,1,1,1,4,4,1,4,1,NA,4,4,1,10,2,1,NA,1,2,NA,2,1,1,0,3,4,3,3,4,1,7,5,6,7,7,7,6,7,7,7,7,5,6,4,6,7,7,4,6,7,6,7,7,7,7,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,3,2,5,7,5,7,4,7,4,1,9,10,8,6,10,6,10,1,1,2,0,0,0,NA,0,NA,NA,NA,0,1,3,2,2,2,1,3,3,2,2,4,4,4,NA,1,2,1,8,NA,5,1,77,1,4,2,1,4,1,1,6,1,0,1,2,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,5,1,5,4,4,1,2017,"2016-11-09",1,2
"2:542",4,1264,45,409,400906,68,2,5,1,1,406,3,1965,51,1,3,1,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,3,4,4,4,4,NA,4,4,2,10,2,2,NA,2,2,NA,2,2,1,0,1,2,2,2,4,1,4,6,5,2,3,5,4,7,6,4,5,1,4,1,4,3,5,2,4,5,3,5,4,3,2,3,2,2,3,3,2,2,2,3,2,3,3,2,2,3,3,3,2,2,2,5,7,5,4,3,7,2,1,5,1,1,6,5,4,3,6,1,1,0,0,0,NA,0,NA,NA,0,0,1,3,2,2,1,0,3,1,1,2,4,1,4,NA,2,2,1,6,1,5,4,NA,1,4,2,2,3,2,1,4,1,3,2,5,5,1,0,1,0,0,1,0,1,1,0,0,1,0,0,2,5,2,4,4,4,1,2017,"2016-11-07",1,1
"2:543",4,423,22,404,400403,89,2,5,1,1,403,2,1953,63,1,3,3,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,1,4,NA,4,2,NA,NA,2,NA,2,2,2,NA,2,2,0,0,3,1,3,3,4,3,4,5,4,3,3,6,NA,7,6,NA,6,7,7,2,1,4,6,6,NA,NA,NA,NA,5,5,6,7,3,3,3,3,1,1,NA,NA,3,NA,NA,NA,3,1,1,3,2,2,3,4,3,1,1,4,7,3,1,5,1,8,7,6,6,5,7,1,NA,0,0,0,0,0,NA,0,NA,1,2,NA,2,2,2,0,NA,1,1,2,4,3,2,NA,NA,2,2,3,0,1,1,1,1,4,2,2,3,3,6,6,3,8,3,5,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,2,2,6,4,4,1,2017,"2016-11-01",3,3
"2:544",4,1380,32,405,400505,2,2,5,1,1,404,3,1998,18,1,1,5,3,1,2,2,NA,2,1,1,1,2,1,1,4,1,4,4,4,NA,4,4,1,8,2,1,NA,2,2,NA,2,2,1,0,2,3,2,1,1,2,3,5,4,5,6,5,5,7,6,5,6,7,2,4,6,7,6,4,5,5,4,6,6,6,5,4,2,3,1,1,1,3,3,1,3,3,3,1,2,2,1,2,3,3,2,2,6,5,2,3,7,2,1,7,4,4,6,5,4,3,2,1,2,0,0,0,0,NA,NA,NA,NA,0,1,1,1,2,1,0,1,3,2,1,2,3,4,1,3,2,2,12,2,2,1,1,3,NA,2,1,2,2,1,4,0,0,2,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,5,1,5,4,4,1,2017,"2016-11-14",1,2
"2:545",4,1353,23,404,400405,93,2,5,1,1,403,2,1974,42,1,2,5,3,2,1,1,0,3,2,NA,NA,NA,NA,NA,2,1,2,2,4,NA,4,2,3,9,2,2,NA,2,2,NA,2,1,1,1,1,1,3,3,3,1,3,4,2,3,5,3,2,7,5,3,4,5,6,2,4,2,3,2,3,3,2,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,7,5,5,3,4,7,3,2,5,1,1,4,8,8,1,7,1,1,0,0,0,0,0,NA,NA,0,1,1,1,NA,1,1,0,2,1,2,2,4,1,1,2,2,2,2,7,0,1,1,4,1,4,2,1,3,3,3,3,1,1,2,2,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,4,2,6,4,4,1,2017,"2016-11-02",1,1
"2:546",4,451,65,422,402205,225,2,5,1,1,409,3,1934,82,1,2,57,3,2,2,2,NA,2,1,1,1,2,1,1,4,2,4,4,4,NA,4,4,1,NA,2,2,NA,2,2,NA,2,1,1,0,1,3,2,2,4,1,3,4,5,5,7,3,7,7,4,2,4,7,1,2,2,3,4,5,2,1,4,5,3,6,6,1,3,3,4,4,2,2,2,2,2,2,2,2,3,3,3,3,2,2,1,2,3,3,1,1,1,3,1,10,10,10,8,5,7,10,1,1,1,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,2,0,3,1,2,2,2,1,4,NA,2,2,2,2,1,2,1,1,7,NA,1,2,NA,2,6,5,3,8,1,5,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,3,2,6,4,4,1,2017,"2016-10-21",2,1
"2:547",4,1032,51,413,401307,210,2,5,1,1,406,3,1986,30,1,1,13,3,1,1,2,NA,2,1,1,1,1,1,1,3,1,4,4,3,NA,4,4,3,1,2,2,NA,2,2,NA,2,2,1,0,3,2,2,2,3,3,1,7,1,1,2,2,1,7,2,1,2,1,7,3,1,7,2,1,1,1,3,2,1,1,1,NA,3,3,3,3,3,2,3,3,1,2,3,4,3,4,3,2,1,2,1,4,7,2,1,7,3,3,2,10,8,2,5,5,5,5,8,1,2,0,0,0,NA,0,NA,0,NA,0,1,3,2,2,2,1,4,1,1,1,3,3,2,NA,NA,2,2,12,1,1,1,3,1,4,2,2,2,2,2,3,1,1,2,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,4,4,1,2017,"2016-10-28",1,1
"2:548",4,360,52,413,401308,214,2,5,1,1,406,3,1995,21,2,4,NA,3,1,2,2,NA,4,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,4,3,3,2,NA,2,1,2,NA,2,2,1,0,4,2,2,3,2,1,4,5,5,6,7,3,4,7,6,6,7,2,7,6,7,6,5,6,5,6,5,6,5,6,5,4,2,3,2,1,2,1,2,3,3,2,1,2,1,2,3,3,4,2,2,4,5,3,5,4,4,3,2,4,7,2,4,5,5,6,2,3,2,0,0,0,NA,0,NA,NA,NA,0,1,3,2,2,2,0,2,1,2,1,2,2,12,3,NA,2,2,6,1,1,1,3,1,4,2,2,3,2,2,3,1,1,2,5,4,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,5,2,5,4,4,2,2017,"2016-10-29",1,3
"2:549",4,1337,7,401,400108,165,2,5,1,1,401,3,1998,18,1,2,5,3,3,1,1,0,5,1,1,2,2,1,1,2,1,4,2,4,NA,3,4,3,2,2,NA,2,1,2,NA,1,1,1,1,5,4,3,1,4,2,1,2,4,4,4,4,5,7,6,6,1,1,7,1,4,2,7,3,4,3,1,6,2,5,2,6,3,2,2,1,4,2,2,4,3,4,3,3,3,3,3,3,3,3,6,4,6,3,2,6,7,3,1,7,10,10,2,4,2,3,1,1,2,1,1,1,0,1,0,0,NA,1,2,NA,1,1,2,0,1,2,1,2,4,1,4,3,NA,1,2,8,2,5,1,1,1,3,1,1,4,3,1,4,0,3,2,2,2,1,0,1,2,0,0,1,1,0,0,0,1,0,1,1,5,1,5,4,4,1,2017,"2016-11-01",1,2
"2:550",4,796,65,422,402205,225,2,5,1,1,409,3,1997,19,1,1,5,2,3,1,2,NA,1,2,NA,NA,NA,NA,NA,4,4,3,4,4,NA,4,4,3,10,2,2,NA,2,1,1,1,1,0,0,1,3,2,2,4,4,1,1,2,1,4,2,1,7,4,1,4,3,3,1,4,1,5,1,3,1,3,3,2,3,2,6,3,3,3,4,3,2,3,2,4,4,3,4,1,4,3,2,3,3,2,5,7,4,1,6,7,1,1,5,1,10,7,6,1,1,3,10,1,0,0,0,0,0,NA,0,NA,0,1,3,1,2,1,0,3,1,2,2,3,3,4,NA,3,2,2,13,1,5,4,NA,1,4,1,1,2,2,1,5,1,0,2,3,2,1,0,1,2,0,0,1,1,0,0,0,1,0,0,1,3,2,3,4,4,1,2017,"2016-10-21",1,1
