,sex,age,read_write,head_house,home_dept,home_city,mex_port,trans_crossm,coyote_usd,first_state,first_city,second_state,second_city,long_state,long_city,us_entry,trans_crossu,reason,fellow_trav
4197,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,Cabañas,Naranjo,Autobús o camioneta,6500,Tamaulipas,Reynosa (Tamaulipas),San Luis Potosí,San Luis Potosí (San Luis Potosí),Tabasco,Villahermosa (Tabasco),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4198,Hombre,31,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,Esquías,Tecún Umán,Autobús o camioneta,6000,Chiapas,Chiapa de Corzo (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4199,Hombre,30,Sí,Sí,Copan,El Paraíso,La Técnica,Lancha o embarcación en el río,3000,Chiapas,Palenque (Chiapas),Tabasco,Villahermosa (Tabasco),Tabasco,Villahermosa (Tabasco),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,1
4200,Mujer,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Yoro,Yoro,No sabe,Autobús o camioneta,8000,Chiapas,Chiapa de Corzo (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4201,Hombre,21,Sí,No,Copan,Cucuyagua,La Técnica,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Palenque (Chiapas),Tabasco,Villahermosa (Tabasco),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Tráiler o camión de carga,Trabajar,8
4202,Hombre,28,Sí,Sí,Francisco Morazán,Distrito Central,La Técnica,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),San Luis Potosí,Cárdenas (San Luis Potosí),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4203,Hombre,20,Sí,No,Copan,Santa Rosa de Copán,La Técnica,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Coahuila de Zaragoza,Saltillo (Coahuila de Zaragoza),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Trabajar,Ninguna
4204,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,La Ceiba,La Mesilla,Autobús o camioneta,7000,Tabasco,Tenosique de Pino Suárez (Tabasco),No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde
4205,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,La Ceiba,Tecún Umán,Autobús o camioneta,7500,Tabasco,Tenosique de Pino Suárez (Tabasco),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4206,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,Corquín,Tecún Umán,Autobús o camioneta,7500,Tabasco,Tenosique de Pino Suárez (Tabasco),Veracruz de Ignacio de la Llave,Coatzacoalcos (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4207,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Balfate,Tecún Umán,Autobús o camioneta,6000,Chiapas,Chiapa de Corzo (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4208,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Bonito Oriental,Naranjo,Autobús o camioneta,7000,San Luis Potosí,San Luis Potosí (San Luis Potosí),Jalisco,Guadalajara (Jalisco),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4209,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,Choluteca,Naranjo,Autobús o camioneta,5000,Veracruz de Ignacio de la Llave,Coatzacoalcos (Veracruz de Ignacio de la Llave),Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4210,Mujer,44,Sí,Sí,Vive en EUA,Vive en EUA,Naranjo,Autobús o camioneta,7000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4211,Mujer,25,Sí,No,Francisco Morazán,Distrito Central,La Técnica,Autobús o camioneta,7000,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4212,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Distrito Central,El Ceibo,Autobús o camioneta,6000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Heroica Matamoros (Tamaulipas),Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4213,Hombre,30,Sí,Sí,Francisco Morazán,El Porvenir,Naranjo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Tierra Blanca (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
4214,Hombre,38,Sí,Sí,Ocotepeque,Sensenti,El Ceibo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,No especificado,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
4215,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Distrito Central,La Técnica,Autobús o camioneta,6500,Chiapas,Palenque (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4216,Hombre,28,Sí,Sí,Copan,San Jerónimo,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Heroica Matamoros (Tamaulipas),Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
4217,Mujer,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Yoro,Yoro,La Técnica,Autobús o camioneta,7000,Chiapas,Arriaga (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4218,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Intubucá,San Juan,Tecún Umán,Autobús o camioneta,6500,Chiapas,Chiapa de Corzo (Chiapas),Tabasco,Villahermosa (Tabasco),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4219,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Limón,Tecún Umán,Autobús o camioneta,7000,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4220,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Santa Bárbara,Naranjito,La Técnica,Autobús o camioneta,4000,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Ciudad Camargo (Tamaulipas),Lancha o embarcación en el río,Trabajar,Ninguna
4221,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,Brus Laguna,La Técnica,Autobús o camioneta,7500,San Luis Potosí,San Luis Potosí (San Luis Potosí),Veracruz de Ignacio de la Llave, Orizaba (Veracruz de Ignacio de la Llave),Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4222,Hombre,45,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Curarén,La Mesilla,Autobús o camioneta,5000,Chiapas,Tuxtla Gutiérrez (Chiapas),Tabasco,Villahermosa (Tabasco),Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4223,Hombre,39,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Intubucá,San Juan,La Mesilla,Autobús o camioneta,6000,Oaxaca,Oaxaca de Juárez (Oaxaca),Nuevo León,Monterrey (Nuevo León),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Heroica Matamoros (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4224,Hombre,23,No,No,Yoro,El Negrito,Naranjo,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Palenque (Chiapas),No sabe,No sabe,Chiapas,Palenque (Chiapas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Negocios,Ninguna
4225,Hombre,44,No,Sí,Lempira,Candelaria,La Técnica,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Palenque (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4226,Hombre,32,Sí,Sí,Atlántida,Tela,La Técnica,Autobús o camioneta,8000,Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Nuevo Laredo (Tamaulipas),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2
4227,Hombre,20,Sí,No,Olancho,La Unión,Tecún Umán,Autobús o camioneta,7000,Puebla,Heróica Puebla de Zaragoza (Puebla),Distrito Federal,No responde,Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4228,Hombre,36,Sí,Sí,Copan,La Entrada,El Ceibo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Tampico (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
4229,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Colón,Sabá,La Técnica,Autobús o camioneta,7500,San Luis Potosí,San Luis Potosí (San Luis Potosí),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4230,Hombre,28,Sí,No,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Distrito Federal,No responde,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
4231,Hombre,33,Sí,Sí,Yoro,Morazán,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4232,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Lempira,Gualcince,La Técnica,Autobús o camioneta,6000,Chiapas,Chiapa de Corzo (Chiapas),San Luis Potosí,San Luis Potosí (San Luis Potosí),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
4233,Hombre,28,Sí,No,Francisco Morazán,Curarén,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Aguascalientes,Aguascalientes (Aguascalientes),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4234,Mujer,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Distrito Central,La Técnica,Autobús o camioneta,7000,Chiapas,Palenque (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Lancha o embarcación en el río,Buscar trabajo,Ninguna
4235,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Distrito Central,La Mesilla,Autobús o camioneta,7000,Chiapas,Palenque (Chiapas),Distrito Federal,Coyoacán (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,1
4236,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,Choluteca,La Mesilla,Autobús o camioneta,6500,Tabasco,Villahermosa (Tabasco),San Luis Potosí,San Luis Potosí (San Luis Potosí),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Heroica Matamoros (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4237,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Bonito Oriental,Tecún Umán,Autobús o camioneta,6000,Chiapas,Chiapa de Corzo (Chiapas),Tabasco,Tenosique de Pino Suárez (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4238,Hombre,33,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,Santa Rita,Naranjo,Autobús o camioneta,7500,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4239,Hombre,37,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Distrito Central,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tamaulipas,Tampico (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
4240,Hombre,39,Sí,Sí,El Paraíso,Danlí,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Tenosique de Pino Suárez (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Trabajar,Ninguna
4241,Hombre,27,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Atlántida,Esparta,Naranjo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Coatzacoalcos (Veracruz de Ignacio de la Llave),Chiapas,Palenque (Chiapas),Chiapas,Palenque (Chiapas),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
4242,Hombre,32,Sí,Sí,Santa Bárbara,Azacualpa,La Mesilla,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,San Luis Potosí,Cárdenas (San Luis Potosí),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Mexicali (Baja California),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna
4243,Hombre,34,Sí,Sí,Islas de la Bahía,Utila,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Álvaro Obregón (Distrito Federal),Tamaulipas,Altamira (Tamaulipas),Aguascalientes,Aguascalientes (Aguascalientes),Mexicali (Baja California),"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,Ninguna
4244,Hombre,26,Sí,No,Comayagua,El Rosario,La Técnica,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Cárdenas (Tabasco),No sabe,No sabe,No sabe,No sabe,Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna
4245,Hombre,44,Sí,Sí,Cortés,La Lima,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Otras Ciudades de Sonora,Ninguno (caminando o nadando),Trabajar,6
4246,Hombre,30,Sí,Sí,Copan,Copán Ruinas,La Técnica,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Benito Juárez (Distrito Federal),Coahuila de Zaragoza,Saltillo (Coahuila de Zaragoza),Coahuila de Zaragoza,Saltillo (Coahuila de Zaragoza),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,3
4247,Hombre,30,Sí,No,Copan,Santa Rita,La Técnica,Autobús o camioneta,8000,Chiapas,Chiapa de Corzo (Chiapas),Veracruz de Ignacio de la Llave,Coatzacoalcos (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4248,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Intubucá,Intibucá,Naranjo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4249,Hombre,49,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Francisco Morazán,Distrito Central,No responde,Autobús o camioneta,8000,Tabasco,Tenosique de Pino Suárez (Tabasco),Veracruz de Ignacio de la Llave,No sabe,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
4250,Hombre,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,El Ceibo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
